timestamp,video_id,category,language,region,duration_sec,views,likes,comments,shares,sentiment_score,ads_enabled
2025-11-19 05:18:43,VID_152026,Education,Japanese,BR,3006,9501,843,105,27,0.424,True
2025-11-06 07:31:12,VID_128610,Music,English,US,2425,10987,675,125,28,-0.17,False
2024-03-08 18:43:58,VID_931894,Tech Reviews,Hindi,PK,1432,502,27,4,0,-0.371,True
2024-03-21 18:25:42,VID_670781,Education,English,PK,3480,21925,2085,354,22,0.277,True
2024-03-02 18:23:03,VID_601339,Music,Hindi,UK,2045,169,13,0,0,0.348,True
2025-06-30 14:51:22,VID_720757,Music,Hindi,US,926,137,8,0,0,0.073,False
2025-09-11 07:56:11,VID_798642,Tech Reviews,English,US,149,1999,47,2,4,0.445,True
2025-10-12 22:49:35,VID_857004,Education,Japanese,IN,1373,10749,324,60,39,-0.708,True
2024-07-26 18:17:38,VID_861925,Education,Urdu,US,2407,48194,2549,398,170,0.663,True
2024-04-21 14:34:38,VID_497708,Gaming,English,IN,2689,22435,793,140,82,0.521,True
2025-06-24 20:05:25,VID_604655,Education,English,US,2692,757,71,9,2,0.964,False
2024-12-03 14:03:11,VID_243038,Vlogs,English,IN,1101,31571,2041,339,32,0.11,True
2024-11-13 09:43:03,VID_929107,Education,English,IN,857,12448,616,75,23,0.931,True
2025-12-11 14:00:52,VID_354669,Education,Urdu,IN,1470,979,57,6,2,0.626,True
2025-05-11 17:06:14,VID_160677,Coding,Spanish,IN,498,12956,452,77,34,-0.44,True
2025-11-07 09:20:10,VID_363324,Tech Reviews,English,PK,2784,1352,31,5,6,0.232,False
2024-01-09 07:03:40,VID_156065,Coding,English,BR,3090,7819,145,28,26,-0.873,True
2025-02-13 10:52:09,VID_589538,Gaming,Japanese,BR,514,10153,650,87,45,0.66,True
2025-12-10 03:20:48,VID_642113,Music,Japanese,UK,240,6643,569,73,14,0.222,True
2024-07-28 11:21:26,VID_569034,Coding,Japanese,US,2906,22146,531,84,88,0.528,False
2025-05-30 02:17:38,VID_861268,Music,Urdu,PK,1673,1990,197,24,3,-0.117,True
2024-03-06 08:05:31,VID_886098,Gaming,Japanese,BR,3567,18886,441,55,58,0.19,False
2024-08-05 23:20:20,VID_514296,Gaming,Spanish,US,3385,3552,321,49,15,-0.546,True
2024-11-01 08:03:25,VID_481970,Music,English,PK,874,1313,89,9,6,0.235,True
2024-11-17 23:33:26,VID_568460,Music,Urdu,PK,1551,6609,124,11,8,-0.359,False
2025-05-19 05:28:43,VID_637723,Music,English,IN,1935,2495,71,7,8,0.432,True
2024-04-30 15:09:33,VID_288558,Tech Reviews,Spanish,IN,2662,4045,393,69,18,0.338,False
2025-01-18 12:23:53,VID_182523,Music,Hindi,PK,2746,12068,528,62,40,-0.457,True
2024-01-10 08:52:24,VID_980787,Education,Spanish,US,108,4001,154,24,19,0.115,True
2025-09-12 11:06:19,VID_601786,Tech Reviews,Hindi,PK,3418,12566,789,66,33,-0.691,True
2024-05-17 02:49:33,VID_611069,Coding,English,PK,1232,14603,742,119,62,-0.309,True
2025-12-29 21:49:44,VID_455833,Vlogs,English,UK,937,23283,1158,70,74,-0.466,True
2025-02-28 10:34:30,VID_914198,Music,Japanese,US,723,38401,2191,249,168,-0.21,True
2025-05-07 20:53:46,VID_946724,Gaming,Spanish,BR,2426,34208,2648,505,124,-0.545,True
2025-12-04 13:56:38,VID_806970,Gaming,English,IN,101,6014,261,38,16,-0.334,True
2024-05-18 13:13:52,VID_772672,Education,Hindi,PK,2303,364,22,1,0,0.12,True
2024-05-15 19:47:49,VID_446757,Tech Reviews,Hindi,PK,2781,12760,579,96,41,0.881,True
2024-10-15 10:24:53,VID_331029,Education,Hindi,IN,1787,747,59,9,1,0.487,True
2025-03-05 10:56:29,VID_872367,Education,Spanish,IN,3131,26233,2452,308,128,-0.83,True
2025-09-10 17:13:00,VID_946023,Tech Reviews,Japanese,IN,743,8810,638,69,42,-0.58,True
2025-05-25 02:48:11,VID_336113,Vlogs,Japanese,PK,2615,2946,162,25,7,-0.944,True
2025-12-29 01:05:20,VID_450108,Coding,Japanese,PK,1120,10125,691,125,16,0.338,False
2025-07-11 17:25:42,VID_139113,Music,Urdu,IN,1740,2301,81,15,3,0.513,True
2024-04-28 01:08:16,VID_259199,Music,English,IN,307,12850,932,58,25,0.646,True
2025-07-19 13:22:11,VID_298186,Education,Japanese,PK,3012,1630,60,9,6,0.859,True
2025-11-30 00:23:56,VID_276681,Education,Hindi,US,3259,1560,119,13,1,0.931,False
2024-06-03 23:18:52,VID_954391,Tech Reviews,Japanese,US,1319,5445,128,12,8,0.221,True
2025-02-18 22:26:29,VID_666157,Tech Reviews,English,UK,1430,25890,656,127,54,-0.595,True
2025-09-13 04:48:48,VID_159651,Tech Reviews,English,BR,1547,4435,341,39,14,-0.041,True
2025-05-02 04:24:38,VID_957209,Education,English,PK,1868,17389,1728,306,21,-0.852,True
2025-07-24 20:18:23,VID_534049,Gaming,Urdu,IN,3529,13993,539,96,19,-0.944,True
2024-07-09 22:30:34,VID_664106,Coding,Spanish,IN,1486,16528,666,57,70,0.959,True
2025-06-05 00:02:44,VID_656270,Vlogs,Urdu,PK,2939,1860,152,9,1,0.194,True
2025-09-30 19:19:55,VID_944344,Coding,Urdu,BR,850,11976,422,30,56,0.144,True
2025-05-13 12:59:08,VID_326936,Vlogs,Hindi,PK,1928,3191,92,8,4,0.436,True
2025-01-06 06:36:55,VID_609541,Gaming,Spanish,PK,3020,6727,627,64,22,0.478,True
2025-06-26 20:12:51,VID_452950,Gaming,Urdu,PK,2858,13679,1205,199,53,0.666,False
2025-01-22 03:48:54,VID_756463,Coding,Hindi,IN,2049,5960,589,112,6,-0.92,True
2024-06-18 15:32:29,VID_437035,Tech Reviews,Urdu,US,274,56322,3551,612,82,0.696,True
2025-12-13 12:58:41,VID_968139,Gaming,Urdu,BR,1379,517,50,8,0,-0.399,False
2025-11-10 14:30:34,VID_362290,Gaming,Spanish,US,658,1629,156,12,2,-0.443,True
2025-08-28 18:41:47,VID_193742,Music,Urdu,BR,2885,4959,203,13,6,-0.408,False
2024-02-07 01:52:13,VID_577269,Gaming,Japanese,BR,1156,13191,285,39,55,-0.42,True
2024-06-08 21:00:22,VID_428228,Music,Japanese,PK,635,1365,93,5,3,0.793,True
2025-11-23 00:57:34,VID_756104,Music,Japanese,UK,1433,1031,18,3,2,0.793,True
2025-09-13 05:03:11,VID_981411,Tech Reviews,English,IN,2424,3977,333,31,18,-0.794,True
2025-06-17 11:07:32,VID_371481,Education,English,UK,116,932,9,0,1,-0.072,False
2024-11-10 22:21:52,VID_703898,Vlogs,Urdu,IN,1557,21675,396,76,98,-0.325,True
2024-07-01 10:31:13,VID_773315,Music,Japanese,PK,2583,1133,49,8,1,0.582,False
2024-06-13 12:57:55,VID_922021,Music,English,PK,260,6577,255,31,7,-0.741,True
2025-11-28 09:11:48,VID_175217,Tech Reviews,Spanish,BR,2501,17653,1178,81,55,0.173,True
2024-07-20 12:57:25,VID_679724,Gaming,Spanish,BR,1704,9913,763,78,23,-0.409,True
2025-04-24 15:22:37,VID_487882,Education,English,IN,2646,888,13,1,4,0.822,False
2025-05-08 00:40:59,VID_838069,Tech Reviews,Urdu,BR,344,25970,2044,262,90,-0.061,False
2024-04-21 16:00:24,VID_328963,Gaming,Urdu,US,325,8765,528,49,34,0.52,False
2025-07-09 18:51:28,VID_728736,Music,English,PK,1178,54437,922,126,127,0.346,False
2025-06-29 14:12:05,VID_662042,Vlogs,Hindi,PK,2733,15634,223,20,17,-0.93,True
2024-09-03 17:35:57,VID_831943,Music,Spanish,US,346,6929,316,25,23,0.215,True
2025-10-09 09:54:04,VID_806821,Gaming,Japanese,PK,3442,23392,666,130,79,0.362,False
2024-12-08 19:32:22,VID_816316,Education,Urdu,US,1701,19635,1583,79,48,-0.154,True
2025-08-02 15:16:06,VID_357872,Coding,English,BR,2040,2473,69,6,4,-0.611,True
2024-03-27 05:04:13,VID_690909,Music,Hindi,US,2915,2796,209,16,5,0.077,True
2025-05-08 21:21:03,VID_451442,Music,Hindi,US,1673,203,4,0,1,0.646,True
2024-12-08 23:56:25,VID_223004,Music,Urdu,IN,688,17682,682,108,86,-0.219,True
2025-07-03 11:33:13,VID_159563,Tech Reviews,Hindi,IN,2261,586,55,8,0,0.897,True
2024-07-02 23:37:48,VID_727389,Vlogs,Japanese,BR,2584,1649,30,4,6,-0.343,True
2025-05-29 12:32:46,VID_170419,Music,Hindi,PK,714,8761,452,88,13,-0.55,True
2024-03-04 21:30:10,VID_765734,Coding,Hindi,IN,1212,8651,460,66,28,-0.929,True
2024-06-05 10:13:22,VID_809993,Gaming,Spanish,BR,154,2058,137,7,9,0.957,False
2025-05-20 04:56:23,VID_539638,Gaming,Spanish,BR,418,22562,1663,310,42,-0.985,True
2025-12-04 18:05:22,VID_895037,Music,Spanish,UK,1351,3295,316,26,8,-0.694,True
2024-02-09 11:46:30,VID_715261,Gaming,Spanish,PK,1093,30687,2918,262,119,0.131,True
2025-12-26 21:19:51,VID_651348,Music,Japanese,IN,1092,6088,242,42,13,0.443,True
2024-10-21 14:18:18,VID_243355,Coding,Hindi,UK,1540,10220,258,35,14,0.654,True
2024-12-25 13:56:16,VID_872732,Education,Spanish,BR,322,8642,829,121,12,-0.543,True
2024-03-06 11:52:40,VID_294197,Coding,Urdu,PK,2105,3899,287,50,13,-0.54,True
2025-07-19 12:17:32,VID_339162,Music,Hindi,IN,2900,17679,771,57,29,0.03,False
2024-01-20 08:18:13,VID_119733,Tech Reviews,Hindi,BR,3555,13378,604,91,28,-0.455,True
2024-10-24 07:17:08,VID_123751,Music,Hindi,IN,2187,110,10,1,0,0.7,True
2024-02-28 00:55:53,VID_161690,Tech Reviews,Urdu,UK,971,2413,128,17,10,0.161,True
2025-12-24 18:17:43,VID_541148,Gaming,Japanese,PK,3517,2930,236,17,4,0.049,True
2025-06-20 04:13:20,VID_411101,Vlogs,English,US,980,1993,161,29,9,0.075,True
2025-07-09 22:02:11,VID_830197,Gaming,Urdu,IN,3105,6289,509,47,16,0.86,False
2025-12-25 10:36:07,VID_542348,Coding,Urdu,PK,2655,2781,83,14,12,-0.011,False
2024-05-26 21:34:52,VID_347750,Music,English,US,3162,1067,53,3,3,-0.391,False
2025-04-12 20:23:26,VID_760494,Gaming,Japanese,IN,3281,7138,485,83,21,-0.887,True
2025-09-07 12:14:42,VID_730525,Vlogs,English,US,1358,12868,836,74,51,-0.039,True
2025-07-17 11:16:27,VID_439891,Vlogs,Hindi,PK,3367,2545,35,3,2,0.123,False
2025-04-17 15:47:46,VID_336663,Tech Reviews,Hindi,UK,669,21652,595,67,85,0.768,True
2025-05-22 20:02:06,VID_790783,Gaming,English,BR,3493,398,28,5,1,0.884,True
2025-02-11 13:38:53,VID_588636,Gaming,Urdu,IN,747,4918,182,26,8,-0.206,True
2025-03-11 14:09:17,VID_281793,Education,English,UK,1804,1706,61,10,3,-0.991,True
2025-04-22 00:03:44,VID_840795,Education,Spanish,IN,1280,6005,86,4,24,-0.742,True
2025-04-12 15:15:39,VID_184837,Tech Reviews,Hindi,BR,1886,2610,77,12,12,0.6,True
2025-04-25 18:49:34,VID_962043,Gaming,Spanish,US,2013,143,2,0,0,0.351,True
2025-03-04 17:23:46,VID_117908,Tech Reviews,Spanish,PK,2560,641,33,5,1,0.234,True
2025-10-27 16:14:45,VID_595899,Tech Reviews,Spanish,BR,3081,8518,519,96,40,0.935,True
2025-04-21 09:06:22,VID_121302,Education,Japanese,IN,2899,5777,230,43,11,0.529,True
2025-02-24 20:25:24,VID_194768,Gaming,Urdu,BR,1450,6371,566,64,22,-0.775,True
2025-05-29 22:25:43,VID_610381,Music,Hindi,IN,1237,5622,382,69,17,0.763,True
2025-07-20 12:13:18,VID_562139,Gaming,Urdu,UK,3021,3523,138,7,11,-0.373,False
2025-09-03 11:43:35,VID_739765,Education,Hindi,IN,2919,5327,177,22,9,0.341,False
2025-11-21 11:17:35,VID_887855,Vlogs,Hindi,PK,329,12911,1121,198,48,0.685,True
2025-05-09 12:52:03,VID_631053,Music,Japanese,UK,1355,14094,1336,229,29,-0.526,True
2025-06-13 11:05:08,VID_697999,Tech Reviews,English,BR,265,63,0,0,0,0.359,True
2024-04-16 12:11:50,VID_481918,Coding,English,US,2335,4702,364,63,11,-0.461,True
2025-08-26 14:06:01,VID_543665,Coding,English,UK,280,3375,263,23,8,-0.491,True
2024-05-31 06:28:19,VID_383373,Tech Reviews,Urdu,US,1236,1780,27,3,3,0.127,True
2025-08-30 04:13:02,VID_802510,Music,Hindi,IN,485,13163,451,79,13,-0.314,True
2024-07-28 08:35:28,VID_375699,Tech Reviews,Hindi,BR,1275,27213,2179,246,98,0.506,True
2025-03-14 05:07:48,VID_136319,Tech Reviews,Japanese,UK,1776,18239,734,41,83,0.506,True
2025-04-29 03:57:41,VID_395219,Music,English,US,346,27256,820,152,112,-0.272,True
2025-07-17 13:50:25,VID_323088,Vlogs,English,UK,3195,14390,916,59,30,0.349,True
2024-03-17 04:56:37,VID_784197,Music,Spanish,UK,3279,7172,377,25,28,0.15,True
2025-11-25 11:05:23,VID_667698,Education,English,US,2969,22,0,0,0,0.323,True
2024-07-06 17:18:19,VID_440811,Vlogs,Hindi,UK,1311,1748,155,21,8,-0.439,True
2024-07-05 04:32:45,VID_605511,Coding,Spanish,PK,2456,12279,563,33,51,-0.2,True
2025-06-12 17:57:06,VID_217829,Coding,Hindi,US,3363,9211,705,103,44,-0.552,True
2025-04-26 05:39:20,VID_386786,Coding,English,BR,3080,14531,1027,151,19,-0.527,True
2025-04-01 16:51:48,VID_409107,Vlogs,Spanish,BR,3413,3273,311,30,14,0.044,True
2024-12-06 16:17:24,VID_399109,Coding,Japanese,UK,2085,2329,228,36,9,-0.006,True
2025-02-03 06:07:20,VID_964888,Music,Hindi,UK,2105,24440,2140,203,69,0.951,True
2025-01-07 00:47:45,VID_176092,Gaming,Hindi,BR,2027,5782,289,16,13,-0.292,True
2024-05-31 00:41:18,VID_321189,Vlogs,Spanish,IN,2158,6642,625,105,22,0.275,True
2024-06-29 06:26:41,VID_878947,Vlogs,Hindi,UK,3257,9267,168,24,15,0.872,True
2025-03-15 09:32:16,VID_603791,Tech Reviews,Urdu,UK,1885,36750,367,21,119,-0.246,True
2024-10-23 06:45:12,VID_998428,Tech Reviews,English,PK,212,17573,891,44,55,-0.166,True
2025-11-04 16:26:37,VID_200037,Education,English,US,2523,8494,606,76,27,0.721,True
2025-04-24 09:31:44,VID_221181,Gaming,Hindi,IN,2314,19379,1716,322,38,-0.724,True
2025-04-21 04:51:03,VID_867420,Coding,Hindi,US,1973,18513,1343,133,41,-0.279,True
2024-11-03 05:21:41,VID_801279,Tech Reviews,English,US,2563,3629,282,44,15,-0.705,True
2025-01-27 17:28:12,VID_395865,Vlogs,Urdu,IN,410,5029,130,13,10,0.635,True
2025-03-15 07:57:56,VID_500014,Tech Reviews,Urdu,PK,1208,1627,34,2,3,-0.999,True
2025-06-29 13:24:40,VID_820219,Vlogs,Spanish,US,811,2438,150,11,8,-0.551,True
2025-07-18 04:12:36,VID_306507,Vlogs,Urdu,BR,1786,37196,2813,397,95,0.594,True
2024-10-12 04:03:12,VID_772275,Coding,Hindi,IN,580,258,21,1,1,0.778,True
2025-03-01 06:23:10,VID_334106,Vlogs,Urdu,BR,3291,5696,468,65,17,-0.318,True
2025-09-05 02:34:31,VID_541829,Tech Reviews,Urdu,US,2844,3623,152,14,11,0.85,False
2024-12-04 19:29:41,VID_926574,Tech Reviews,Japanese,US,1564,1588,82,5,6,-0.976,True
2024-08-24 10:43:39,VID_311020,Music,Spanish,UK,3403,3619,77,7,10,-0.026,True
2024-09-23 22:28:49,VID_422955,Education,English,BR,3146,7139,569,31,7,-0.105,False
2025-12-11 05:58:11,VID_496509,Coding,Hindi,PK,587,13396,870,109,53,0.079,True
2024-11-11 12:56:42,VID_331869,Tech Reviews,English,BR,3028,15741,1336,78,58,-0.271,False
2025-10-03 20:33:19,VID_694304,Education,Hindi,IN,314,1264,70,9,1,0.481,False
2025-10-18 19:49:24,VID_512440,Coding,Hindi,BR,1943,11429,1021,161,16,-0.821,True
2025-11-07 07:12:02,VID_813619,Coding,English,US,2123,11161,282,40,43,-0.72,True
2024-10-20 17:02:14,VID_953915,Vlogs,Hindi,IN,479,750,42,4,1,0.762,True
2025-07-29 09:12:25,VID_162994,Vlogs,Spanish,UK,1089,10885,1056,93,39,0.642,True
2025-12-24 20:30:07,VID_646690,Tech Reviews,Japanese,BR,2707,10531,395,33,46,-0.472,True
2025-03-27 13:06:08,VID_153878,Vlogs,English,US,2472,2941,180,31,14,-0.048,True
2025-08-21 02:06:27,VID_304031,Vlogs,Japanese,IN,707,4689,434,60,5,0.962,True
2025-05-04 20:43:58,VID_327484,Coding,English,UK,3343,6187,512,73,16,-0.659,False
2024-04-12 22:38:41,VID_381960,Education,Urdu,US,1149,1440,80,14,3,0.148,True
2025-05-25 13:55:52,VID_877411,Tech Reviews,English,BR,517,28161,708,42,135,-0.451,True
2025-11-06 04:27:04,VID_930963,Vlogs,Japanese,BR,1037,12776,679,39,34,0.738,True
2024-02-16 17:27:36,VID_901667,Coding,English,US,2180,19401,1773,351,30,-0.888,False
2025-12-20 08:36:42,VID_772438,Gaming,Hindi,PK,2991,733,68,3,3,-0.501,True
2024-11-01 00:25:08,VID_161586,Education,Japanese,BR,2936,9777,851,162,19,-0.508,True
2024-01-08 03:51:33,VID_385176,Education,Spanish,US,2670,1657,75,14,5,-0.691,True
2025-12-21 18:44:00,VID_833441,Music,Hindi,IN,303,4483,159,27,13,-0.556,True
2025-07-04 01:53:31,VID_165542,Vlogs,Urdu,BR,2905,5591,524,41,14,-0.885,True
2025-12-27 00:20:43,VID_622802,Gaming,Urdu,UK,532,3116,122,9,13,0.89,True
2025-04-28 08:03:14,VID_576721,Tech Reviews,Japanese,PK,2277,6262,228,29,15,0.154,False
2025-09-14 06:48:31,VID_655366,Tech Reviews,English,US,1045,1238,96,14,5,-0.231,True
2024-04-19 07:34:45,VID_525557,Tech Reviews,English,BR,590,1094,87,9,4,-0.209,True
2024-05-08 08:31:31,VID_631366,Tech Reviews,Spanish,US,2501,2308,134,19,5,-0.208,True
2024-03-09 20:04:33,VID_218369,Education,Urdu,UK,1883,11949,956,94,36,0.874,True
2024-07-14 22:56:47,VID_932431,Vlogs,Hindi,PK,2793,9511,360,41,39,0.775,False
2025-11-04 17:11:55,VID_231636,Music,Hindi,PK,2189,10027,401,66,40,0.182,True
2024-08-29 19:22:33,VID_421885,Music,Spanish,UK,638,43783,3734,427,75,0.814,True
2024-09-19 15:34:58,VID_589103,Education,Urdu,UK,2687,11228,590,69,22,0.23,True
2025-06-25 10:01:19,VID_527980,Gaming,English,PK,143,1274,96,10,1,0.06,True
2024-10-07 03:44:19,VID_744724,Gaming,Urdu,BR,2192,5084,295,25,19,-0.643,True
2025-08-27 23:52:16,VID_986193,Vlogs,Hindi,UK,1658,14913,666,119,73,0.138,True
2024-02-19 17:02:20,VID_568211,Vlogs,Urdu,PK,2432,14938,710,86,20,0.635,True
2024-03-30 15:07:02,VID_811953,Coding,Japanese,BR,2504,2402,44,2,7,-0.069,False
2024-02-16 18:33:26,VID_299951,Coding,Japanese,US,1398,16826,430,61,71,-0.679,True
2024-05-28 09:37:09,VID_227183,Vlogs,English,US,3162,9419,106,14,15,0.896,True
2025-05-01 09:11:33,VID_920196,Coding,Hindi,PK,1151,4723,75,14,7,0.937,True
2024-04-20 02:38:43,VID_680244,Coding,Spanish,IN,1394,8980,264,44,34,-0.786,False
2025-05-21 04:42:32,VID_859294,Coding,Urdu,US,238,10006,257,19,28,-0.678,False
2024-12-15 07:04:45,VID_210474,Music,Hindi,UK,2525,17203,728,126,35,-0.19,False
2024-01-09 19:32:06,VID_782596,Music,Urdu,PK,2705,6811,559,69,10,0.307,True
2024-01-10 09:06:56,VID_922238,Music,Japanese,IN,622,7153,226,36,9,-0.43,True
2024-10-08 00:48:17,VID_996430,Gaming,Hindi,IN,920,6839,627,31,12,0.762,True
2025-09-22 20:39:07,VID_776502,Music,Hindi,US,1619,12078,989,77,22,-0.826,True
2024-05-29 14:42:18,VID_718198,Coding,Spanish,IN,810,14267,797,113,47,-0.459,False
2025-02-05 08:12:59,VID_526271,Tech Reviews,Japanese,IN,327,3569,78,8,14,-0.227,False
2024-08-14 16:47:48,VID_688952,Education,Hindi,BR,1517,4724,398,27,22,0.985,True
2024-06-27 11:22:57,VID_509505,Vlogs,Japanese,UK,3525,24150,1562,86,88,-0.219,True
2025-09-29 05:06:33,VID_946017,Tech Reviews,Urdu,PK,1295,14689,203,13,33,0.836,True
2024-01-19 17:24:03,VID_867986,Coding,Hindi,UK,272,9082,702,38,24,-0.687,True
2025-10-11 00:53:35,VID_651169,Coding,Japanese,IN,381,1231,114,19,3,-0.539,True
2024-01-06 00:15:14,VID_480140,Education,Urdu,IN,682,1161,18,1,3,0.101,True
2025-02-06 01:54:06,VID_261211,Tech Reviews,Spanish,PK,1850,2493,75,7,8,-0.054,True
2025-06-27 19:45:21,VID_170058,Education,Hindi,IN,1029,4102,137,13,8,-0.466,True
2024-01-18 17:07:36,VID_745548,Education,Hindi,US,3344,41639,3083,221,195,-0.689,True
2025-03-17 10:47:32,VID_404241,Tech Reviews,Urdu,PK,1701,9255,328,18,43,0.913,True
2025-11-18 15:54:47,VID_230314,Coding,Hindi,IN,1051,10439,851,80,31,0.016,True
2024-03-22 12:13:15,VID_665094,Music,Japanese,UK,1667,586,40,4,2,-0.088,True
2025-09-23 04:20:10,VID_692217,Vlogs,Spanish,UK,1409,11512,409,72,46,-0.283,False
2024-05-29 07:14:14,VID_685408,Education,Hindi,UK,432,28149,1233,165,116,0.53,True
2025-07-31 17:23:57,VID_725671,Education,English,BR,3219,14233,341,17,35,0.794,True
